,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
357,Shalinskoye,55.7228,93.7594,-7.13,86,100,11.21,RU,1613020556
358,Yangi Marg`ilon,40.4272,71.7189,50.0,71,88,2.3,UZ,1613020556
359,Fengrun,39.8333,118.1167,54.5,40,0,7.29,CN,1613020557
360,São João da Barra,-21.6403,-41.0511,73.04,91,94,4.29,BR,1613020557
361,Iqaluit,63.7506,-68.5145,0.0,78,1,8.05,CA,1613020557
362,Tomatlán,19.9333,-105.25,61.23,91,0,1.01,MX,1613020558
363,Bandarbeyla,9.4942,50.8122,75.27,72,100,15.86,SO,1613020558
364,Xunchang,28.4543,104.715,56.7,63,100,2.1,CN,1613020558
365,San Juan,-31.5375,-68.5364,73.63,48,6,3.78,AR,1613020558
366,Doha,25.2867,51.5333,66.99,88,20,4.61,QA,1613020326
367,Mattru,7.6244,-11.8332,73.8,95,3,1.97,SL,1613020559
368,Padang,-0.9492,100.3543,86.0,66,20,2.3,ID,1613020274
369,Hay River,60.8156,-115.7999,-20.2,76,55,3.44,CA,1613020559
370,Bismarck,46.8083,-100.7837,-9.4,59,75,4.61,US,1613020502
371,Omsukchan,62.5333,155.8,5.2,91,57,6.13,RU,1613020560
372,Tiarei,-17.5333,-149.3333,80.6,69,75,4.61,PF,1613020560
373,Carutapera,-1.195,-46.02,76.75,90,100,5.5,BR,1613020560
374,Partenit,44.578,34.3446,52.0,63,76,4.0,UA,1613020561
375,Hamadan,34.7992,48.5146,37.4,65,0,2.3,IR,1613020517
376,Lata,40.1629,-8.3327,57.0,94,100,1.01,PT,1613020561
377,Puro,12.4841,123.3827,83.35,74,14,2.44,PH,1613020562
378,Wanning,18.8003,110.3967,71.91,59,1,7.87,CN,1613020562
379,Roald,62.5833,6.1333,23.0,54,0,16.11,NO,1613020336
380,Hong Kong,22.2855,114.1577,66.99,76,5,1.99,HK,1613020268
381,Marzuq,14.4,46.4667,61.59,31,7,4.74,YE,1613020465
382,Zeya,53.75,127.2667,10.45,92,100,5.88,RU,1613020563
383,Westport,41.1415,-73.3579,30.2,59,90,3.44,US,1613020564
384,Udachny,66.4167,112.4,-17.19,84,52,3.44,RU,1613020564
385,Cabedelo,-6.9811,-34.8339,77.0,100,75,6.91,BR,1613020564
386,Araçuaí,-16.8497,-42.0703,68.86,91,14,0.96,BR,1613020565
387,Souillac,-20.5167,57.5167,84.0,65,98,7.0,MU,1613020566
388,Ust-Nera,64.5667,143.2,8.04,84,38,4.38,RU,1613020566
389,El Alto,-4.2714,-81.2147,72.55,85,65,8.34,PE,1613020566
390,Kassala,15.451,36.4,68.86,75,41,6.33,SD,1613020567
391,Kieta,-6.2167,155.6333,81.54,79,99,6.13,PG,1613020567
392,Shelby,35.2001,-89.8668,32.0,100,90,12.66,US,1613020567
393,Saint-Augustin,51.226,-58.6502,19.31,97,100,5.23,CA,1613020567
394,Haines Junction,60.7522,-137.5108,-31.0,68,0,1.5,CA,1613020568
395,Yerofey Pavlovich,53.9667,121.9667,12.13,94,100,9.19,RU,1613020568
396,Camapuã,-19.5314,-54.0439,69.76,90,98,3.04,BR,1613020568
397,Juneau,58.3019,-134.4197,21.2,35,1,17.27,US,1613020569
398,Kudahuvadhoo,2.6708,72.8944,81.75,72,25,12.64,MV,1613020569
399,Nampula,-15.1165,39.2666,73.4,94,75,9.22,MZ,1613020570
400,Novoorsk,51.381,58.9813,10.4,79,90,11.18,RU,1613020570
401,San Luis Río Colorado,32.4631,-114.7767,62.6,39,1,3.44,MX,1613020482
402,Baykit,61.67,96.37,-9.2,84,99,2.73,RU,1613020570
403,Mercedes,-34.6515,-59.4307,66.99,77,99,4.0,AR,1613020571
404,Ikom,5.9667,8.7063,72.23,94,14,2.3,NG,1613020571
405,Champerico,14.3,-91.9167,63.0,95,41,9.22,GT,1613020572
406,Nouadhibou,20.931,-17.0347,62.6,72,0,17.27,MR,1613020572
407,Naberera,-4.2,36.9333,62.58,97,100,4.36,TZ,1613020572
408,Amalāpuram,16.5833,82.0167,84.54,43,28,3.27,IN,1613020572
409,Oddur,4.1213,43.8894,71.73,65,83,23.22,SO,1613020573
410,Yangambi,0.8102,24.4336,70.16,61,100,1.43,CD,1613020574
411,Borovoy,55.4333,86.0833,-16.6,69,0,13.42,RU,1613020574
412,Brainerd,46.358,-94.2008,-11.2,64,1,4.61,US,1613020575
413,Liverpool,53.4106,-2.9779,28.0,93,17,10.36,GB,1613020575
414,Akhtanizovskaya,45.32,37.1,50.0,81,94,11.18,RU,1613020575
415,Christchurch,-43.5333,172.6333,77.0,25,0,8.05,NZ,1613020541
416,Bandar-e Anzali,37.4727,49.4622,50.0,100,90,6.91,IR,1613020576
417,Plomari,38.9767,26.3681,60.8,77,20,18.41,GR,1613020576
418,Ambilobe,-13.2,49.05,78.21,86,100,2.98,MG,1613020576
419,Isangel,-19.55,169.2667,82.76,69,62,9.35,VU,1613020279
420,Mut,36.6439,33.4389,49.84,55,0,3.69,TR,1613020577
421,Rāvar,31.2656,56.8055,62.6,27,93,2.73,IR,1613020577
422,Røros,62.5747,11.3842,-32.8,68,0,2.64,NO,1613020577
423,Ayan,56.45,138.1667,23.72,97,100,12.82,RU,1613020578
424,Chake Chake,-5.2459,39.7666,80.62,75,99,7.2,TZ,1613020578
425,Belyy Yar,53.6039,91.3903,3.2,55,0,17.9,RU,1613020578
426,Leshukonskoye,64.8989,45.7622,-11.33,89,71,4.97,RU,1613020578
427,Baoshan,46.5586,131.4244,29.95,94,4,5.23,CN,1613020578
428,Alyangula,-13.8483,136.4192,84.2,84,100,4.61,AU,1613020579
429,Najrān,17.4924,44.1277,57.2,58,0,0.85,SA,1613020579
430,Kinsale,51.7075,-8.5306,37.99,75,75,19.57,IE,1613020579
431,Victor Harbor,-35.5667,138.6167,91.0,31,100,1.01,AU,1613020580
432,Chamba,32.5667,76.1333,68.5,21,2,3.76,IN,1613020580
433,Rundu,-17.9333,19.7667,66.07,96,100,4.36,NA,1613020580
434,Karad,17.2833,74.2,81.43,16,61,6.2,IN,1613020580
435,General Roca,-39.0333,-67.5833,73.4,46,0,8.05,AR,1613020473
436,Teodoro Sampaio,-22.5325,-52.1675,67.5,90,80,4.29,BR,1613020581
437,La Ronge,55.1001,-105.2842,-29.2,68,80,3.44,CA,1613020581
438,Kostyantynivka,48.5277,37.7069,32.86,96,98,5.28,UA,1613020581
439,Aripuanã,-9.1667,-60.6333,72.52,98,100,0.65,BR,1613020582
440,São Miguel dos Campos,-9.7811,-36.0936,75.2,94,75,2.3,BR,1613020582
441,Peno,56.9262,32.7426,2.21,93,100,4.99,RU,1613020582
442,Pacific Grove,36.6177,-121.9166,52.0,76,40,5.75,US,1613020469
443,Ust'-Kut,56.7938,105.7672,6.62,90,100,0.22,RU,1613020582
444,Kharitonovo,61.4009,47.4978,-13.18,87,27,2.84,RU,1613020583
445,Salaverry,-8.2333,-78.9667,70.2,84,100,4.36,PE,1613020583
446,Sinop Province,41.7711,34.8709,41.0,93,0,6.91,TR,1613020584
447,Kumul,42.8,93.45,38.59,60,75,6.98,CN,1613020584
448,Bonavista,48.6499,-53.1147,21.0,86,100,12.66,CA,1613020310
449,Termoli,41.9888,14.9895,46.0,82,65,4.0,IT,1613020584
450,Beira,-19.8436,34.8389,78.8,83,40,11.5,MZ,1613020585
451,Aksha,50.2814,113.2867,22.64,95,100,13.13,RU,1613020585
452,Santa Helena de Goiás,-17.8136,-50.5969,70.63,86,100,1.83,BR,1613020353
453,Qasigiannguit,68.8193,-51.1922,14.0,67,90,14.97,GL,1613020586
454,Lagoa,39.05,-27.9833,58.28,67,53,33.64,PT,1613020586
455,San Borja,-14.8167,-66.85,68.9,97,100,3.29,BO,1613020586
456,Port Hardy,50.6996,-127.4199,33.8,64,75,18.41,CA,1613020586
457,Santa Fe,-31.6333,-60.7,71.01,81,57,5.32,AR,1613020587
458,Auki,-8.7676,160.7034,81.93,82,97,9.75,SB,1613020588
459,Bitam,2.076,11.5007,69.15,98,82,2.64,GA,1613020588
460,Andenes,69.3143,16.1194,30.2,64,40,11.5,NO,1613020588
461,Brownsville,25.9018,-97.4975,71.6,88,1,8.05,US,1613020529
462,Palmer,42.1584,-72.3287,19.99,79,90,1.3,US,1613020588
463,Gambēla,8.25,34.5833,79.86,24,100,4.85,ET,1613020589
464,Dhangadhi,28.7079,80.5961,73.62,30,0,3.24,NP,1613020590
465,Fayaoué,-20.65,166.5333,80.8,68,30,7.0,NC,1613020590
466,Zabid,14.1951,43.3152,74.73,64,19,4.74,YE,1613020590
467,Balkanabat,39.5108,54.3671,56.95,39,97,13.11,TM,1613020590
468,Paamiut,61.994,-49.6678,19.62,82,0,6.71,GL,1613020590
469,Yerbogachën,61.2767,108.0108,-4.38,88,17,3.94,RU,1613020591
470,Trzebnica,51.3108,17.0633,14.0,85,75,8.05,PL,1613020591
471,Puerto Baquerizo Moreno,-0.9,-89.6,76.06,90,71,6.64,EC,1613020591
472,Rājula,21.05,71.4333,81.25,19,100,6.06,IN,1613020592
473,Det Udom,14.906,105.0784,82.4,28,0,12.66,TH,1613020592
474,Koumac,-20.5667,164.2833,80.37,69,22,12.77,NC,1613020592
475,Kamenka,51.3223,42.7678,28.63,99,100,9.86,RU,1613020592
476,Kosh-Agach,50.0,88.6667,-7.69,73,47,1.25,RU,1613020593
477,Sibiti,-3.6819,13.3499,68.41,100,100,1.5,CG,1613020594
478,Deputatsky,69.3,139.9,-20.34,90,97,2.28,RU,1613020594
479,Zima,53.9202,102.0442,6.98,91,100,11.72,RU,1613020524
480,Celestún,20.8667,-90.4,77.38,65,11,13.02,MX,1613020595
481,Ust-Maya,60.4167,134.5333,5.04,93,99,3.65,RU,1613020595
482,Jinchang,38.4953,102.1739,44.67,47,0,6.64,CN,1613020596
483,Chu,43.5983,73.7614,36.32,99,100,2.37,KZ,1613020596
484,Bar Harbor,44.3876,-68.2039,19.0,67,1,3.44,US,1613020597
485,Saint-François,46.4154,3.9054,28.4,80,90,8.05,FR,1613020598
486,Fengzhen,40.4394,113.1536,46.74,49,99,16.26,CN,1613020598
487,Acapulco de Juárez,16.8634,-99.8901,74.46,80,0,6.91,MX,1613020455
488,Vostok,46.4856,135.8833,19.87,91,2,3.38,RU,1613020393
489,Assiut,27.181,31.1837,48.2,71,0,8.05,EG,1613020599
490,Richards Bay,-28.783,32.0377,77.18,77,98,2.21,ZA,1613020599
491,Morón,-34.6534,-58.6198,70.0,98,82,1.01,AR,1613020389
492,Rome,43.2128,-75.4557,16.0,73,20,0.78,US,1613020600
493,Ulaanbaatar,47.9077,106.8832,14.0,67,75,6.71,MN,1613020421
494,Maceió,-9.6658,-35.7353,75.2,94,75,2.3,BR,1613020600
495,Kuytun,54.3419,101.5036,3.72,91,100,10.4,RU,1613020601
496,Marsá Maţrūḩ,31.3525,27.2453,50.0,53,0,6.08,EG,1613020601
497,Worland,44.0169,-107.9554,0.0,71,90,3.44,US,1613020601
498,Noril'sk,69.3535,88.2027,-15.79,81,3,2.68,RU,1613020601
499,Griffith,41.5284,-87.4237,19.99,73,90,9.22,US,1613020602
500,Lampang,18.3333,99.5,84.2,37,0,3.44,TH,1613020602
501,Tema,5.667,-0.0166,80.6,94,75,6.91,GH,1613020603
502,Cedar City,37.6775,-113.0619,39.2,56,1,8.05,US,1613020603
503,Pauini,-7.7136,-66.9764,74.1,97,100,2.73,BR,1613020604
504,Ekenäs,59.9736,23.4339,0.0,89,25,7.49,FI,1613020604
505,Riyadh,24.6877,46.7219,59.0,31,0,5.46,SA,1613020508
506,Yeppoon,-23.1333,150.7333,84.2,48,75,11.5,AU,1613020605
507,Arenápolis,-14.4503,-56.8461,72.48,90,100,1.03,BR,1613020605
508,Rio Grande,-32.035,-52.0986,73.0,90,97,1.99,BR,1613020483
509,Vanderhoof,54.0166,-124.0198,-15.32,85,92,2.62,CA,1613020606
510,Karpathos,35.507,27.2132,59.0,82,0,8.05,GR,1613020606
511,Caála,-12.8525,15.5606,53.56,85,100,2.59,AO,1613020606
512,Chaah,2.249,103.048,90.91,50,10,5.28,MY,1613020607
513,Sinnamary,5.3833,-52.95,76.95,84,88,12.88,GF,1613020607
514,Hailey,43.5196,-114.3153,21.2,63,1,4.61,US,1613020607
515,Niquero,20.0431,-77.5828,73.11,80,5,8.05,CU,1613020607
516,Scottsboro,34.6723,-86.0341,57.0,100,75,2.01,US,1613020607
517,Pasni,25.2631,63.471,75.76,34,100,8.75,PK,1613020608
518,Sainte-Anne-des-Monts,49.124,-66.4924,12.2,62,93,26.46,CA,1613020608
519,Manggar,-2.8833,108.2667,84.06,73,100,9.71,ID,1613020390
520,Sola,-13.8833,167.55,82.44,76,1,11.41,VU,1613020609
521,Homnābād,17.7667,77.1333,81.55,21,57,6.8,IN,1613020609
522,Hasaki,35.7333,140.8333,55.99,24,20,17.27,JP,1613020492
523,São Félix do Xingu,-6.6447,-51.995,72.66,96,100,0.29,BR,1613020609
524,Parabel',58.6978,81.4825,-12.55,88,100,10.45,RU,1613020609
525,Arrondissement de Limoges,45.75,1.3333,36.0,100,90,9.22,FR,1613020610
526,Bhainsdehi,21.6467,77.6325,79.34,17,100,3.42,IN,1613020610
527,Atasū,48.6814,71.6433,3.43,86,78,5.03,KZ,1613020610
528,Lasem,-6.6922,111.4527,81.18,82,100,5.59,ID,1613020611
529,Port Hedland,-20.3167,118.5667,91.4,62,1,17.27,AU,1613020611
530,Nador,35.174,-2.9287,60.8,72,0,4.61,MA,1613020611
531,Meadow Lake,34.8014,-106.5436,48.2,37,75,10.36,US,1613020611
532,Itarema,-2.9248,-39.9167,79.47,84,87,9.62,BR,1613020612
533,Venado Tuerto,-33.7456,-61.9688,64.99,63,0,6.11,AR,1613020612
534,Dalvik,65.9702,-18.5286,15.8,86,40,3.44,IS,1613020612
535,Prince Rupert,54.3161,-130.3201,23.0,38,1,8.05,CA,1613020613
536,Saint-Michel-des-Saints,46.6834,-73.9159,-1.03,90,82,2.19,CA,1613020613
537,Beloha,-25.1667,45.05,72.32,83,100,7.81,MG,1613020613
538,Payo,-3.7508,103.6372,83.35,68,70,4.32,ID,1613020613
539,Dawei,14.0833,98.2,91.8,33,22,6.02,MM,1613020613
540,San Policarpo,12.1791,125.5072,81.86,79,8,12.03,PH,1613020614
541,Havøysund,70.9963,24.6622,24.8,80,40,14.97,NO,1613020614
542,Santiago del Estero,-27.7951,-64.2615,68.0,93,44,4.0,AR,1613020615
543,Chulym,55.0997,80.9572,-21.42,86,0,8.55,RU,1613020615
544,Butterworth,5.3991,100.3638,89.01,79,20,3.44,MY,1613020615
545,Kalengwa,-13.4659,25.0027,64.76,99,100,3.94,ZM,1613020615
546,Rypefjord,70.6333,23.6667,24.8,86,40,5.75,NO,1613020615
547,Krasnosel'kup,65.7,82.4667,-22.83,86,98,5.77,RU,1613020615
548,Lillooet,50.6856,-121.942,5.0,56,1,18.41,CA,1613020615
549,Jiangyou,31.7667,104.7167,66.51,35,12,4.63,CN,1613020616
550,Zhoucheng,35.9122,116.3117,61.07,33,0,11.18,CN,1613020616
551,Mogadishu,2.0371,45.3438,77.85,77,83,19.46,SO,1613020616
552,Lima,-12.0432,-77.0282,75.99,69,0,6.91,PE,1613020320
553,Morant Bay,17.8815,-76.4093,78.8,73,20,3.44,JM,1613020617
554,São Filipe,14.8961,-24.4956,70.72,73,32,10.94,CV,1613020399
555,Grand-Santi,4.25,-54.3833,71.08,93,92,2.17,GF,1613020617
556,Meulaboh,4.1363,96.1285,86.72,64,91,2.75,ID,1613020617
557,Uchiza,-8.4592,-76.4633,71.73,84,100,1.52,PE,1613020617
558,Bubaque,11.2833,-15.8333,76.37,65,57,13.33,GW,1613020618
